"","words","counts","len"
"15970","mío,agregado",1,12
"15971","mío,nos",1,7
"15972","mío,profirió",1,12
"15973","mío;",6,4
"15974","mío!",9,4
"15975","mío?",6,4
"15976","mío?--Indispensable,",1,20
"15977","mío.--¡Cómo",1,11
"15978","mío.--¿Qué?",1,11
"15979","mío.--Dios",1,10
"15980","mío.Después",1,11
"15981","mío.Don",1,7
"15982","mío.Quépale",1,11
"15983","mío.Sin",1,7
"15984","mío.Y",1,5
"15985","miobligación,",1,13
"15986","míos",2,4
"15987","míos,",3,5
"15988","míos?",2,5
"15989","míos.",1,5
"15990","míoverdadero;",1,13
"15991","mipadre",1,7
"15992","miporvenir,",1,11
"15993","miprimo",1,7
"15994","miprisionero,",1,13
"15995","miquerido",1,9
"15996","mira",1,4
"15997","mira,",2,5
"15998","Mira,",1,5
"15999","miraba",5,6
"16000","mirabaa",1,7
"16001","miraban,",1,8
"16002","mirada",57,6
"16003","mirada,",2,7
"16004","mirada;",1,7
"16005","mirada:",1,7
"16006","mirada.",2,7
"16007","mirada.--¡Ja,",1,13
"16008","miradaal",1,8
"16009","miradade",2,8
"16010","miradaen",1,8
"16011","miradafulgurante",1,16
"16012","miradainvestigadora",1,19
"16013","miradainvestigadora,",1,20
"16014","miradapenetrante",1,16
"16015","miradas",3,7
"16016","miradas,",1,8
"16017","miradas;",2,8
"16018","miradas.",1,8
"16019","miradasal",1,9
"16020","miradasescrutadoras",1,19
"16021","miradasignificativa,",1,20
"16022","miradavenenosa",1,14
"16023","miraday",1,7
"16024","mirado",3,6
"16025","mirador",1,7
"16026","miramiento",1,10
"16027","Miramón",69,7
"16028","Miramón,",31,8
"16029","Miramón,como",1,12
"16030","Miramón,en",1,10
"16031","Miramón,general",1,15
"16032","Miramón,que",1,11
"16033","Miramón,replegándose",1,20
"16034","Miramón;",8,8
"16035","Miramón!",1,8
"16036","Miramón!--Ya",1,12
"16037","Miramón?",1,8
"16038","Miramón.",4,8
"16039","Miramón.--¡Hola!",1,16
"16040","Miramón.--¡Nunca!",1,17
"16041","Miramón.--¿Cuántos",1,18
"16042","Miramón.--¿Por",1,14
"16043","Miramón.--¿Y",1,12
"16044","Miramón.--Abrirnos",1,18
"16045","Miramón.--Avancé",1,16
"16046","Miramón.--Dios",1,14
"16047","Miramón.--Los",1,13
"16048","Miramón.--Nos",1,13
"16049","Miramón.--Se",1,12
"16050","Miramón.--Según",1,15
"16051","Miramón.--Ya",1,12
"16052","Miramón.Don",1,11
"16053","Miramón.El",3,10
"16054","Miramón.Él",1,10
"16055","Miramón.Éste",1,12
"16056","Miramón.Juárez",1,14
"16057","Miramón.Por",1,11
"16058","Miramón.Transcurrieron",1,22
"16059","Miramónno",1,9
"16060","Miramónsobre",1,12
"16061","Miramóntomó",1,11
"16062","miran",1,5
"16063","mirando",4,7
"16064","mirándoles",1,10
"16065","mirándolo",1,9
"16066","mirándose",1,9
"16067","mirar",3,5
"16068","mirar,",1,6
"16069","mirarfijo",1,9
"16070","miraron",1,7
"16071","miras,",1,6
"16072","mire",4,4
"16073","Mire",1,4
"16074","MireV.",1,6
"16075","miró",8,4
"16076","miró,",1,5
"16077","miró;",1,5
"16078","miró.--Es",1,9
"16079","mis",61,3
"16080","misa",3,4
"16081","misa,",1,5
"16082","misa.--Tampoco",1,14
"16083","misacciones.",1,12
"16084","misalvoconducto",1,15
"16085","misamigos.--¡Pero",1,17
"16086","misantepasados",2,14
"16087","misasuntos.--¿Quiere",1,20
"16088","misenemigos.--No",1,16
"16089","misequipajes",1,12
"16090","mísera",1,6
"16091","miserable",4,9
"16092","miserable,",5,10
"16093","miserable!",1,10
"16094","miserablemente",1,14
"16095","miseria",3,7
"16096","misericordia.--Es",1,17
"16097","mísero",1,6
"16098","misesperanzas.--V.",1,18
"16099","misión,",1,7
"16100","misituación,",1,12
"16101","misma",24,5
"16102","misma,",4,6
"16103","misma;hubo",1,10
"16104","misma.Conforme",1,14
"16105","misma.Una",1,9
"16106","mismaedad,",1,10
"16107","mismaquedará",1,12
"16108","mismas",1,6
"16109","mismas.",1,7
"16110","mismas.Sin",1,10
"16111","mismatranquilidad",1,17
"16112","mismísima",1,9
"16113","mismísimos",1,10
"16114","mismo",84,5
"16115","mismo,",14,6
"16116","mismo,le",1,8
"16117","mismo,tenían",1,12
"16118","mismo;",4,6
"16119","mismo.--¡Bah!",1,13
"16120","mismo.--¿Luego",1,14
"16121","mismo.--Caballero,",1,18
"16122","mismo.--En",1,10
"16123","mismo.--Está",1,12
"16124","mismocomedor,",1,13
"16125","mismomodo",1,9
"16126","mismos",8,6
"16127","mismoslos",1,9
"16128","mismotiempo",1,11
"16129","misnegocios",1,11
"16130","mispapeles.--Corriente.--Deseo",1,30
"16131","mispistolas",1,11
"16132","mission",3,7
"16133","Mission",1,7
"16134","Mississippi",1,11
"16135","misterio",1,8
"16136","misterio.",1,9
"16137","misterios",2,9
"16138","misteriosa",2,10
"16139","misteriosa,",1,11
"16140","misteriosa;",1,11
"16141","misteriosas",1,11
"16142","misteriosay",1,11
"16143","misterioso",7,10
"16144","misteriosopaís",1,14
"16145","misteriosos",1,11
"16146","mitad",7,5
"16147","mitad.",1,6
"16148","mitadque",1,8
"16149","mitestamento;",1,13
"16150","míuna",1,5
"16151","miver,",1,6
"16152","mivida",3,6
"16153","mivida,",1,7
"16154","míy",1,3
"16155","mobiliario",1,10
"16156","mocetón",1,7
"16157","moco",2,4
"16158","moda",1,4
"16159","moda,",1,5
"16160","modales",6,7
"16161","modales,",1,8
"16162","modales.Una",1,11
"16163","modalesy",1,8
"16164","moderado",1,8
"16165","modesta",2,7
"16166","modificase",1,10
"16167","modification,",1,13
"16168","modificó",1,8
"16169","modified",1,8
"16170","modo",70,4
"16171","modo,",3,5
"16172","modo?",2,5
"16173","modo.--Deje",1,11
"16174","modo.En",1,7
"16175","modo.Miramón",1,12
"16176","modoclaro",1,9
"16177","modocomo",1,8
"16178","modocomo,",1,9
"16179","modoimponderable",1,16
"16180","modoque",1,7
"16181","modos",1,5
"16182","modos,",1,6
"16183","modoserio",1,9
"16184","modulaciones",1,12
"16185","modulado",1,8
"16186","mole",2,4
"16187","molestará",1,9
"16188","molestarle",1,10
"16189","molestarse",1,10
"16190","molestas",1,8
"16191","moleste?",1,8
"16192","molestia",4,8
"16193","molesto.--¿Qué",1,14
"16194","molido",1,6
"16195","momento",53,7
"16196","momento,",3,8
"16197","momento;",1,8
"16198","momento?--Sí,",1,13
"16199","momentodecisivo",1,15
"16200","momentoen",1,9
"16201","momentos",6,8
"16202","momentos,",2,9
"16203","momentos.",1,9
"16204","momentos.--¿Está",1,16
"16205","momentos.En",1,11
"16206","momentosantes",1,13
"16207","momentoscríticos.",1,17
"16208","momentoshacía",1,13
"16209","mona,",1,5
"16210","monda;",1,6
"16211","moneda",3,6
"16212","monedas",1,7
"16213","money",3,5
"16214","Mono",1,4
"16215","monosílabos",1,11
"16216","monótona",2,8
"16217","monotonía",1,9
"16218","monótono,",1,9
"16219","monstruo",1,8
"16220","monstruo,",1,9
"16221","monstruo!--No,",1,14
"16222","monstruo.--Me",1,13
"16223","monstruosas",1,11
"16224","monta",1,5
"16225","montado",6,7
"16226","montado,",2,8
"16227","montadoen",1,9
"16228","montados",5,8
"16229","montados,",1,9
"16230","montadosen",1,10
"16231","montaña",1,7
"16232","montañas",6,8
"16233","montañas,",1,9
"16234","montañoso,",1,10
"16235","montar.Por",1,10
"16236","montarque",1,9
"16237","monte",1,5
"16238","montó",2,5
"16239","montón",2,6
"16240","montones",1,8
"16241","Montpensier",1,11
"16242","Montpensier,",1,12
"16243","montura",1,7
"16244","monturas",1,8
"16245","MOOC's,educational",2,18
"16246","mora;",1,5
"16247","moraba.La",1,9
"16248","morada",1,6
"16249","morada,",1,7
"16250","moradas",2,7
"16251","moral",3,5
"16252","moral,",1,6
"16253","moral.--Un",1,10
"16254","moral.Después",1,13
"16255","morales,",1,8
"16256","moralmente",1,10
"16257","mordaces",1,8
"16258","mordaz,",1,7
"16259","mordaz.",1,7
"16260","mordaza",1,7
"16261","morderse",1,8
"16262","morderte",1,8
"16263","mordido",2,7
"16264","mordiéndose",1,11
"16265","more",1,4
"16266","Morella",1,7
"16267","moreno",1,6
"16268","Moreno",2,6
"16269","Moreno,",2,7
"16270","moribundas",1,10
"16271","moribundo",1,9
"16272","moribundo,",2,10
"16273","morimos",1,7
"16274","morir",12,5
"16275","morir,",2,6
"16276","morir.--¡Venceré!",1,17
"16277","morir.--¿Le",1,11
"16278","morir.--Gracias,",1,16
"16279","morir.Domingo,",1,14
"16280","morirá",3,6
"16281","moriragarrotado!",1,16
"16282","moriré",1,6
"16283","moriré?",1,7
"16284","mortal",1,6
"16285","mortal;",1,7
"16286","mortal?",1,7
"16287","mortal.Una",1,10
"16288","mortífero",1,9
"16289","mortificaba",1,11
"16290","mortificadaen",1,13
"16291","mortificar",1,10
"16292","most",3,4
"16293","mostother",1,9
"16294","mostraba",2,8
"16295","mostraban",1,9
"16296","mostradoel",1,10
"16297","mostrando",2,9
"16298","mostrarse",4,9
"16299","mostró",1,6
"16300","Motecuhzoma",1,11
"16301","motivo",3,6
"16302","motivos",2,7
"16303","motivouna",1,9
"16304","movediza;",1,9
"16305","movedizos",1,9
"16306","movería",1,7
"16307","moverse",1,7
"16308","movibles",1,8
"16309","movida",1,6
"16310","movidas",1,7
"16311","movido",3,6
"16312","moviendo",10,8
"16313","moviese",1,7
"16314","movimiento",13,10
"16315","movimiento,",2,11
"16316","movimientos",7,11
"16317","movimientos,",1,12
"16318","movimientoseran",1,15
"16319","movimientoundulatorio,",1,22
"16320","movió",7,5
"16321","movió,",1,6
"16322","movió.--¡Quítense",1,17
"16323","Mr.",2,3
"16324","much",1,4
"16325","mucha",8,5
"16326","muchacho",1,8
"16327","muchacho,",1,9
"16328","muchas",19,6
"16329","muchas,",1,7
"16330","muchascircunstancias",1,20
"16331","muchascomodidades.",1,18
"16332","muchasprobabilidades",1,20
"16333","muchedumbre",2,11
"16334","muchedumbre,",5,12
"16335","muchísimo.--La",1,14
"16336","mucho",41,5
"16337","mucho,",5,6
"16338","mucho!--Al",1,10
"16339","mucho?--Veinte",1,14
"16340","muchos",21,6
"16341","Muchos",1,6
"16342","muchosconvoyes",1,14
"16343","muchoscorredores,",1,17
"16344","muchosjinetes",1,13
"16345","muchospuntos",1,12
"16346","muchotiempo",1,11
"16347","muchotraqueteo.--Me",1,19
"16348","muda",1,4
"16349","muda.--Vámonos",1,14
"16350","mudando",1,7
"16351","mudase",1,6
"16352","mudo",2,4
"16353","mudó",1,4
"16354","mudos",1,5
"16355","mueble",3,6
"16356","muebles",3,7
"16357","muebles,",3,8
"16358","muebles,quienes",1,15
"16359","mueca.--V.",1,10
"16360","muera",1,5
"16361","muere",1,5
"16362","muerta",1,6
"16363","muertas",1,7
"16364","muerte",26,6
"16365","muerte,",9,7
"16366","muerte;",1,7
"16367","muerte?",1,7
"16368","muerte?--Ahí",1,12
"16369","muerte.",3,7
"16370","muerte.--¡Adelante!",1,19
"16371","muerte.--Proyectos",1,18
"16372","muerte.Don",1,10
"16373","muerte.Miramón",1,14
"16374","muertede",1,8
"16375","muertesalvará",1,13
"16376","muerto",9,6
"16377","muerto,",2,7
"16378","muerto;",3,7
"16379","muerto:",1,7
"16380","muerto?",1,7
"16381","muerto.--¡Uno!",1,14
"16382","muerto.--¿A",1,11
"16383","muerto.--Conformes,",1,19
"16384","muerto.--Poco",1,13
"16385","muerto.Don",1,10
"16386","muertode",1,8
"16387","muertos",4,7
"16388","muertos,",1,8
"16389","muestra",1,7
"16390","muestrade",1,9
"16391","muestras",4,8
"16392","muestrasdel",1,11
"16393","mueva",2,5
"16394","mueva,",1,6
"16395","muevas;",1,7
"16396","mueven;pero",1,11
"16397","mugidos.Los",1,11
"16398","mujer",14,5
"16399","mujer,",2,6
"16400","mujer.",1,6
"16401","mujercumplida.--Sí,",1,19
"16402","mujeres",9,7
"16403","mujeres,",2,8
"16404","mujeres.--Es",1,12
"16405","mujeres.--Luego,",1,16
"16406","mujerfrisaba",1,12
"16407","mula",1,4
"16408","mula,",2,5
"16409","mula;",1,5
"16410","mula.--Es",1,9
"16411","mulas",6,5
"16412","mulas,",5,6
"16413","mulas.--Será",1,12
"16414","mulasque",1,8
"16415","mulos,",1,6
"16416","multiplicaban,",1,14
"16417","multitud",7,8
"16418","multitud,",1,9
"16419","multitud,que",1,12
"16420","multitudde",1,10
"16421","multituddesenfrenada?",1,21
"16422","multitudinmensa;",1,16
"16423","multitudinquieta",1,16
"16424","mundo",4,5
"16425","mundo,",9,6
"16426","mundo;",4,6
"16427","mundo:--¿Nada",1,13
"16428","Mundo.",1,6
"16429","mundo.--Gracias,",1,16
"16430","mundo.A",1,7
"16431","mundo.El",1,8
"16432","muñecas",1,7
"16433","municiones",1,10
"16434","murallas",1,8
"16435","murallas,brillaba",1,17
"16436","murió",2,5
"16437","murió,",1,6
"16438","murmura",1,7
"16439","murmuraba",1,9
"16440","murmuraba,",1,10
"16441","murmurado:--¡Las",1,16
"16442","murmurando",1,10
"16443","murmurar:--Está",1,15
"16444","murmuraron:--¡El",1,16
"16445","murmuró",55,7
"16446","murmuró:--¡Ese",1,14
"16447","murmuró:--¿Es",1,13
"16448","murmurócon",2,10
"16449","muro",2,4
"16450","muro,",1,5
"16451","muro,y",1,6
"16452","muro.",1,5
"16453","muro.--¿Por",1,11
"16454","muros",5,5
"16455","musculatura",1,11
"16456","musculaturade",1,13
"16457","musculaturaférrea",1,17
"16458","músicas",2,7
"16459","músico",1,6
"16460","must",8,4
"16461","must,",1,5
"16462","mutismo,",1,8
"16463","mutuamente",4,10
"16464","mutuamente,",1,11
"16465","mutuo",2,5
"16466","muy",132,3
"16467","Muy",3,3
"16468","muyagradecido.En",1,16
"16469","muyaguzados",1,11
"16470","muyapurada;",1,11
"16471","muybien",1,7
"16472","muycontadas,",1,12
"16473","muyde",1,5
"16474","muyhermosa",1,10
"16475","muyinseguro;",1,12
"16476","muypoco",1,7
"16477","muypuesto",1,9
"16478","muyreligiosos;",1,14
"16479","muysimpáticos.--La",1,18
"16480","muysobrios",1,10
"16481","muysuperior,",1,12
"16482","nacen",1,5
"16483","nacer",1,5
"16484","nacer,",1,6
"16485","nací,",1,5
"16486","nacidos",1,7
"16487","naciente",1,8
"16488","nacimiento",1,10
"16489","nació",2,5
"16490","nació,",1,6
"16491","nación",7,6
"16492","nación,",1,7
"16493","nación.--Sí,",1,12
"16494","nación.Don",1,10
"16495","nación.Sin",1,10
"16496","nacional",1,8
"16497","nacional,",1,9
"16498","nacionalidad,",2,13
"16499","naciones",1,8
"16500","nada",72,4
"16501","Nada",5,4
"16502","nada,",11,5
"16503","nada;",1,5
"16504","nada!",1,5
"16505","nada.--Lo",1,9
"16506","nada.--Ya",1,9
"16507","nada.Dos",1,8
"16508","nada.Sin",1,8
"16509","nadadebía",1,9
"16510","nadadejaba",1,10
"16511","nadapodía",1,9
"16512","nadasignifica",1,13
"16513","nadasignifica.--Convencional",1,28
"16514","nadatendremos",1,13
"16515","nadie",30,5
"16516","nadie,",4,6
"16517","nadie?--A",1,9
"16518","nadie.--¿Así",1,12
"16519","nadie.--¿Y",1,10
"16520","nadie.XISORPRESARetrocediendo",1,29
"16521","nadieadvirtiese",1,15
"16522","name",1,4
"16523","named",1,5
"16524","Napoleón",1,8
"16525","naranjos,",1,9
"16526","narices",1,7
"16527","narices;",1,8
"16528","nariz",1,5
"16529","narración",1,9
"16530","narrado,",1,8
"16531","narrador,que",1,12
"16532","narrados",1,8
"16533","nata",3,4
"16534","natural",5,7
"16535","natural,",7,8
"16536","natural:--El",1,12
"16537","natural.Vamos",1,13
"16538","naturaleza",6,10
"16539","naturaleza,teme",1,15
"16540","naturalezaparece",1,16
"16541","naturalezas",1,11
"16542","naturalidad",1,11
"16543","naturalidad;",1,12
"16544","naturalmente",1,12
"16545","Navarra,",1,8
"16546","nearly",1,6
"16547","Nearly",1,6
"16548","neblina",1,7
"16549","necedades",1,9
"16550","necedades!",1,10
"16551","necesaria",2,9
"16552","necesariaspara",1,14
"16553","necesario",8,9
"16554","necesario,",1,10
"16555","necesario,indispensable,",1,24
"16556","necesario.La",1,12
"16557","necesariopara",1,13
"16558","necesarios",3,10
"16559","necesidad",5,9
"16560","necesidad,",1,10
"16561","necesidad;",1,10
"16562","necesidad.Esta",1,14
"16563","necesidades",1,11
"16564","necesidades,",1,12
"16565","necesidades;",1,12
"16566","necesita",9,8
"16567","necesita.",1,9
"16568","necesitaba",3,10
"16569","necesitan",1,9
"16570","necesitan;",1,10
"16571","necesitas",1,9
"16572","necesite",2,8
"16573","necesito",10,8
"16574","necesitó",2,8
"16575","necesito,",2,9
"16576","necesitorecomendarles",1,21
"16577","necia,",1,6
"16578","neciamente,",1,11
"16579","necio",4,5
"16580","need",1,4
"16581","negado",2,6
"16582","negar",2,5
"16583","negaría",3,7
"16584","negarían",2,8
"16585","negarla.",1,8
"16586","negárselos.",1,11
"16587","negase",1,6
"16588","negativa",3,8
"16589","negativa.--Es",1,13
"16590","NEGLIGENCE,",1,11
"16591","negó",1,4
"16592","negó.",1,5
"16593","negociaciones",1,13
"16594","negociaciones.",1,14
"16595","negociando",1,10
"16596","negocio",6,7
"16597","negocio,",1,8
"16598","negocio;",1,8
"16599","negocioes",1,9
"16600","negocios",2,8
"16601","negocios,",2,9
"16602","negocios;",2,9
"16603","negocios.Dichos",1,15
"16604","negociosde",1,10
"16605","negociosmás",1,11
"16606","negóV.",1,6
"16607","negra",4,5
"16608","negra,",1,6
"16609","Negra,",1,6
"16610","negras",1,6
"16611","Negrete",1,7
"16612","Negrete;",1,8
"16613","negro",5,5
"16614","negro,",1,6
"16615","negros",3,6
"16616","negros,",2,7
"16617","negruzcas",1,9
"16618","negruzcas,",1,10
"16619","Neri",4,4
"16620","Neri,",2,5
"16621","Neri.--¿Le",1,10
"16622","NeriIrzabal,",1,12
"16623","nervios,",1,8
"16624","nerviosa",2,8
"16625","nerviosay",1,9
"16626","nervioso",2,8
"16627","nervioso,",1,9
"16628","nervudosbrazos,",1,15
"16629","network",1,7
"16630","neutral.--Tal",1,13
"16631","neutralizar",1,11
"16632","nevadas",2,7
"16633","nevados",1,7
"16634","new",3,3
"16635","Newby",1,5
"16636","newsletter",1,10
"16637","ni",77,2
"16638","Ni",1,2
"16639","niamistad",1,9
"16640","niebla",1,6
"16641","niega",1,5
"16642","niego",1,5
"16643","niente.Corto",1,12
"16644","nieves",1,6
"16645","nihaber",1,7
"16646","niña",3,4
"16647","niña,",3,5
"16648","niña,gracias;",1,13
"16649","niña;",1,5
"16650","niña!",1,5
"16651","niña.Anulada",1,12
"16652","ningún",8,6
"16653","ninguna",7,7
"16654","ninguna,",1,8
"16655","ninguno",2,7
"16656","ningunode",1,9
"16657","niño",3,4
"16658","niño,",5,5
"16659","niño.",1,5
"16660","niños",1,5
"16661","niños,",2,6
"16662","niñostraviesos,",1,15
"16663","nipeligro",1,9
"16664","nipensase",1,9
"16665","nisiquiera",1,10
"16666","nivel",1,5
"16667","no",1113,2
"16668","No",23,2
"16669","NO",1,2
"16670","ño",3,2
"16671","no,",26,3
"16672","no,antes,",1,9
"16673","no;",7,3
"16674","no!",1,3
"16675","no?",3,3
"16676","no?--Siendo,",1,12
"16677","no.--Caballero,",1,15
"16678","no.Luis",1,7
"16679","noacertaría",1,11
"16680","noacobardarlos.El",1,17
"16681","noaguardara",1,11
"16682","noando",1,6
"16683","noatravesar",1,11
"16684","noatreviéndose",1,14
"16685","noble",9,5
"16686","noble,",5,6
"16687","noble.En",1,8
"16688","nobleheredera,",1,14
"16689","nobles",9,6
"16690","noblesu",1,7
"16691","nobleza",13,7
"16692","nobleza,",1,8
"16693","nocaigan",1,8
"16694","nocarece",1,8
"16695","noche",36,5
"16696","noche,",17,6
"16697","noche,indudablemente",1,20
"16698","noche,la",1,8
"16699","noche;",3,6
"16700","noche?--El",1,10
"16701","noche?--Sí.--¿Arisco",1,20
"16702","noche.",1,6
"16703","noche.--Acampemos,",1,18
"16704","noche.Entonces",1,14
"16705","nochees",1,7
"16706","nocheprecedente",1,15
"16707","nocheque",1,8
"16708","noches",5,6
"16709","NOCHES",3,6
"16710","noches,",1,7
"16711","noches;",1,7
"16712","nocheslas",1,9
"16713","noción",1,6
"16714","nocomprenden",1,12
"16715","noconcedía",1,10
"16716","noconocía",1,9
"16717","noconocía,",1,10
"16718","noconociendo",2,12
"16719","noconozco",1,9
"16720","noconseguirán",1,13
"16721","noconsiga",1,9
"16722","nocontenía",1,10
"16723","nocreerme",1,9
"16724","noctívago",1,9
"16725","nocturna",1,8
"16726","nocturna.A",1,10
"16727","nocturna.No",1,11
"16728","nocturnas",1,9
"16729","nocturnas.De",1,12
"16730","nocturno",1,8
"16731","nocturno.",1,9
"16732","nocuento",1,8
"16733","nodejaba",1,8
"16734","nodejaré",1,8
"16735","nodel",1,5
"16736","nodesconocida,",1,14
"16737","nodesmentida",1,12
"16738","nodistante",1,10
"16739","nodudaron",1,9
"16740","noecharon",1,9
"16741","noél",1,4
"16742","noencierra",1,10
"16743","noera",2,5
"16744","Noera",1,5
"16745","noes",1,4
"16746","noestaban",1,9
"16747","noevitará",1,9
"16748","noexenta",1,8
"16749","nofue",2,5
"16750","noha",1,4
"16751","nohaberme",1,9
"16752","nohablaban",1,10
"16753","nohallaron",2,10
"16754","nohay",1,5
"16755","nointentar",1,10
"16756","nointento",1,9
"16757","nointerrumpida",1,14
"16758","nola",1,4
"16759","nole",3,4
"16760","ñoLeón",1,6
"16761","nolo",1,4
"16762","nombraba",1,8
"16763","nombradía,",1,10
"16764","nombrado",3,8
"16765","nombrados",1,9
"16766","nombramiento",1,12
